"Event";"Round";"Heat";"Lap";"Bib";"Lane";"idStatus";"Time";"Result";"Rank";
   0;   0;  1;9999;"    10";  3; 1;  4234363;"    5.06  ";1
   0;   0;  1;9999;"    33";  4; 1;  4261362;"    06.14  ";2
   0;   0;  1;9999;"   15";  5; 1;  4274844;"    07.49  ";3
   0;   0;  1;9999;"   13"; 6; 1;  4390729;"    19.08  ";4
   0;   0;  1;9999;"    19";  2; 1;  4540410;"    34.05  ";5
   0;   0;  1;9999;"   30";  7; 1;  4631760;"    43.18  ";6
   0;   0;  2;9999;"   33";  3; 1;  4810001;"    8:01.01  ";1
   0;   0;  2;9999;"   13";  4; 1;  4818191;"    8:01.82  ";2
   0;   0;  2;9999;"   19";  6;  1;  4860310;"    8:06.04  ";3
   0;   0;  2;9999;"   30"; 7;  1;  4965387;"    8:16.54  ";4
   0;   0;  2;9999;"   15";  5; 1;  5087859;"    8:28.79  ";5
   0;   0;  2;9999;"    26"; 2; 1;  5174323;"    8:37.44  ";6

